0,-1,LCw6/LuOCm+tLBEho3zIb8/WcPg=,S54WLLgayFQ4rkuSsl0HLwYOvV0=
1,-1,LCw6/LuOCm+tLBEho3zIb8/WcPg=,S54WLLgayFQ4rkuSsl0HLwYOvV0=
0,-2,QeueehtlZnF3pMSk8wGibhsct8k=,9P0C9w1Y8tKdlI8KLVDcKuIYblw=
1,-2,QeueehtlZnF3pMSk8wGibhsct8k=,9P0C9w1Y8tKdlI8KLVDcKuIYblw=
2,-1,66GZtc8ewLzR+JjI1E90Z+za0iY=,9V252k6fmCBL+Wqvgy4hBlVGN0M=
3,-1,zEBmksFMMX6roR3zQ9hgxzochIQ=,9V252k6fmCBL+Wqvgy4hBlVGN0M=
4,-2,zEBmksFMMX6roR3zQ9hgxzochIQ=,xr5zqdEjCeKcahlRNI0bMiu86ks=
4,-1,zEBmksFMMX6roR3zQ9hgxzochIQ=,9V252k6fmCBL+Wqvgy4hBlVGN0M=
3,-2,zEBmksFMMX6roR3zQ9hgxzochIQ=,zJjDKV2WQAIJg0cBIZfIedDEMBc=
2,-2,QeueehtlZnF3pMSk8wGibhsct8k=,9P0C9w1Y8tKdlI8KLVDcKuIYblw=
6,-1,N+4HgGRcIvcyPhCJqsFgYSM7N8U=,mKDY+7g4O1PXSWak7jIGbe6pmio=
5,-1,zEBmksFMMX6roR3zQ9hgxzochIQ=,KZgTg292pc8Vg3FdSpNJo6C1DyE=
5,-3,zEBmksFMMX6roR3zQ9hgxzochIQ=,raAG0NmDmjlE8GIM8C4yc9W2VUU=
5,-2,zEBmksFMMX6roR3zQ9hgxzochIQ=,5KG+OuUa1OU89pSqf/N9ciZRIDo=
4,-3,zEBmksFMMX6roR3zQ9hgxzochIQ=,84shwiMvqSjYo1mdn63VjtiCfGM=
3,-3,zEBmksFMMX6roR3zQ9hgxzochIQ=,HUHNHkltxkpEPOakzywEH4zzuqQ=
0,-3,S0IjmThszqg11XUAOkfxATCdgRo=,vkUA/98ryUmVpkzgB37DTf/tsAw=
7,-1,sbbQUlBSYXOIPQjcom00l5P0TTw=,BQKCaCUDT/bDTt+FuTJkCZOol70=
